Geneid	A8_sensitive_sorted.bam	A9_sensitive_sorted.bam	A10_sensitive_sorted.bam	A11_sensitive_sorted.bam	A12_resistant_sorted.bam	A13_resistant_sorted.bam	A14_resistant_sorted.bam	A15_resistant_sorted.bam
transcript:EMLSAT00000000292	16867	14016	16293	17068	17822	18310	14845	14947
transcript:EMLSAT00000000293	3820	2582	4731	4434	6154	4228	4143	4582
transcript:EMLSAT00000000294	33	18	96	72	96	107	67	79
transcript:EMLSAT00000000295	488	390	639	557	592	618	552	525
transcript:EMLSAT00000000296	53	25	104	86	103	86	60	69
transcript:EMLSAT00000000297	1794	1405	1918	1477	2084	1592	1594	1829
transcript:EMLSAT00000000298	5932	6414	5944	4926	6144	5197	5797	4989
transcript:EMLSAT00000000299	344	349	307	291	295	285	239	267
transcript:EMLSAT00000000300	475	396	427	311	565	324	383	402
transcript:EMLSAT00000000302	63612	57906	62548	46164	69905	60040	48269	56506
transcript:EMLSAT00000000303	24	6	37	26	23	62	36	26
transcript:EMLSAT00000000306	908	632	771	842	1013	1115	899	818
transcript:EMLSAT00000000308	4	5	5	5	4	12	5	32
transcript:EMLSAT00000000312	2	3	1	23	7	3	10	8
transcript:EMLSAT00000000313	4	10	20	29	8	7	18	25
transcript:EMLSAT00000000314	326	307	323	872	370	357	335	364
transcript:EMLSAT00000000307	4971	4179	5318	4502	6135	4662	4699	4754
transcript:EMLSAT00000000309	1142	856	1427	1188	1741	1418	1259	1228
transcript:EMLSAT00000000310	1114	936	1162	1094	1161	1202	892	1009
transcript:EMLSAT00000000311	42	42	38	30	12	16	54	30
transcript:EMLSAT00000000316	7919	6633	12494	9154	9162	11142	7773	7209
transcript:EMLSAT00000000315	19	4	73	17	41	33	26	50
transcript:EMLSAT00000000318	4018	3585	4144	4119	1866	3970	3672	3709
transcript:EMLSAT00000000319	1684	1364	1643	1679	977	1164	1463	1628
transcript:EMLSAT00000000320	392	401	223	268	146	235	174	203
transcript:EMLSAT00000000321	9	10	0	6	2	2	3	6
transcript:EMLSAT00000000322	458	356	419	375	184	529	435	481
transcript:EMLSAT00000000323	749	1302	970	1870	330	983	895	900
transcript:EMLSAT00000000324	297	231	211	264	162	250	193	318
transcript:EMLSAT00000000317	557	497	538	515	220	675	553	497
transcript:ENSRNA022721163-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000383	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000384	1451	1324	1869	2149	2047	2059	1971	2127
transcript:EMLSAT00000000385	45	27	52	10	111	48	37	95
transcript:EMLSAT00000000353	1	4	2	4	4	3	1	4
transcript:EMLSAT00000000354	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000355	44059	47012	29365	41993	22055	25365	38061	40562
transcript:EMLSAT00000000360	52	50	90	64	44	80	40	28
transcript:EMLSAT00000000366	30367	29089	33327	21402	28803	32278	17954	25782
transcript:EMLSAT00000000361	5989	4875	5899	5332	5509	5987	4864	4450
transcript:EMLSAT00000000362	388	503	425	328	382	439	394	353
transcript:EMLSAT00000000363	5	0	10	7	10	10	7	23
transcript:EMLSAT00000000364	848	437	1284	1132	1435	1168	1120	1018
transcript:EMLSAT00000000365	1902	1442	2766	2402	2635	2916	2016	2448
transcript:EMLSAT00000000357	98	68	56	80	51	98	80	65
transcript:EMLSAT00000000358	186	191	169	142	136	143	180	135
transcript:EMLSAT00000000359	58	37	80	122	96	30	95	77
transcript:EMLSAT00000000356	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000367	668	613	519	331	902	611	450	521
transcript:EMLSAT00000000369	1253	838	1595	1753	1252	1733	1412	1115
transcript:EMLSAT00000000368	1521	1342	1687	1661	1773	1818	1536	1484
transcript:EMLSAT00000000370	411	306	460	442	464	446	447	446
transcript:EMLSAT00000000373	0	0	0	0	2	5	0	0
transcript:EMLSAT00000000371	71	75	49	93	48	81	89	76
transcript:EMLSAT00000000372	20	20	21	22	56	53	22	87
transcript:EMLSAT00000000374	222	138	319	202	355	254	273	284
transcript:EMLSAT00000000375	0	2	2	9	4	0	8	14
transcript:EMLSAT00000000376	0	0	0	0	1	2	0	4
transcript:EMLSAT00000000380	16	9	17	14	12	10	6	1
transcript:EMLSAT00000000377	15	5	27	22	19	23	14	25
transcript:EMLSAT00000000378	467	419	470	359	703	1064	469	508
transcript:EMLSAT00000000379	419	317	463	281	632	489	369	455
transcript:EMLSAT00000000382	4	25	22	1	11	6	12	21
transcript:EMLSAT00000000381	132	138	66	6	142	10	66	47
transcript:EMLSAT00000000461	11	7	5	10	4	4	10	12
transcript:EMLSAT00000000475	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000447	2	0	10	2	22	4	4	10
transcript:EMLSAT00000000448	1269	1050	1209	1126	1347	1207	1091	1055
transcript:EMLSAT00000000449	145924	114040	94281	56300	128766	121287	80727	100316
transcript:EMLSAT00000000450	941	719	866	728	1088	756	741	811
transcript:EMLSAT00000000451	280	299	292	212	310	250	248	331
transcript:EMLSAT00000000452	602	333	1950	1382	1365	1719	1514	1469
transcript:EMLSAT00000000453	2822	2793	5018	3652	3486	4007	3450	3835
transcript:EMLSAT00000000454	0	0	0	0	0	2	0	2
transcript:EMLSAT00000000455	0	0	0	2	4	0	0	2
transcript:EMLSAT00000000456	104	108	108	149	152	133	136	139
transcript:EMLSAT00000000457	24	6	74	28	48	38	46	50
transcript:EMLSAT00000000458	770	701	772	776	725	655	680	653
transcript:EMLSAT00000000459	2725	1934	2626	2347	3067	2356	2296	2487
transcript:EMLSAT00000000460	668	455	772	645	876	617	681	615
transcript:EMLSAT00000000462	16	22	31	23	23	54	35	42
transcript:EMLSAT00000000463	1037	1013	883	873	1093	711	758	903
transcript:EMLSAT00000000464	6	5	0	2	1	0	1	0
transcript:EMLSAT00000000465	5978	5113	7388	10686	6951	4999	5528	10189
transcript:EMLSAT00000000466	76	26	87	81	118	110	137	96
transcript:EMLSAT00000000467	893	754	512	669	630	932	599	712
transcript:EMLSAT00000000468	3667	2766	4489	4165	4617	4293	4162	4592
transcript:EMLSAT00000000469	835	853	700	492	493	556	559	525
transcript:EMLSAT00000000470	640	540	662	575	631	607	486	499
transcript:EMLSAT00000000471	353	368	329	273	325	331	348	313
transcript:EMLSAT00000000472	1171	1248	1223	1162	1101	1122	921	1083
transcript:EMLSAT00000000473	1952	1341	1799	1519	1754	1763	1422	1429
transcript:EMLSAT00000000474	903	481	1594	1323	1385	1390	1388	1283
transcript:EMLSAT00000000476	19	19	34	14	15	22	34	19
transcript:EMLSAT00000000477	20	12	29	42	18	34	29	16
transcript:EMLSAT00000000445	606	572	853	899	824	830	835	665
transcript:EMLSAT00000000446	5787	5529	4262	3873	2185	2275	2222	1930
transcript:EMLSAT00000000386	227	222	316	340	317	429	301	391
transcript:ENSRNA022737092-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000387	1481	690	972	1183	1324	1157	1146	1287
transcript:EMLSAT00000000388	9	10	12	6	0	7	12	3
transcript:EMLSAT00000000389	6453	4524	8000	6884	7602	7511	6453	6625
transcript:EMLSAT00000000390	196	167	214	142	82	219	247	200
transcript:EMLSAT00000000391	371	295	595	482	581	418	487	359
transcript:EMLSAT00000000392	2641	1477	2985	2808	3466	2987	2298	2415
transcript:EMLSAT00000000393	115	196	73	49	68	83	38	88
transcript:EMLSAT00000000398	22	14	39	40	38	42	33	56
transcript:EMLSAT00000000399	1007	717	1310	1151	1289	1009	960	899
transcript:EMLSAT00000000400	1257	2142	1193	847	534	917	1004	982
transcript:EMLSAT00000000401	498	564	432	426	426	313	423	414
transcript:EMLSAT00000000402	2995	2817	2207	1596	2454	1750	1713	1643
transcript:EMLSAT00000000403	36564	37319	22342	20284	23409	24220	18757	22077
transcript:EMLSAT00000000404	34967	35756	21051	19074	21923	22942	17516	20828
transcript:EMLSAT00000000405	6715	5566	6548	4520	7861	4762	4377	5217
transcript:EMLSAT00000000406	2540	2220	2936	2564	2953	2745	2253	2192
transcript:EMLSAT00000000394	1183	1184	1043	847	942	863	740	698
transcript:EMLSAT00000000395	1565	1141	1853	1589	2367	1434	1484	1356
transcript:EMLSAT00000000396	147	135	102	107	136	78	69	93
transcript:EMLSAT00000000397	3237	3595	6136	3292	4229	5473	2169	2892
transcript:EMLSAT00000000409	2801	2025	3659	2999	4005	3152	2911	2966
transcript:EMLSAT00000000410	181	91	575	499	577	483	443	537
transcript:EMLSAT00000000411	2053	1623	1852	1719	1830	1698	1497	1512
transcript:EMLSAT00000000412	164	165	181	208	235	166	190	200
transcript:EMLSAT00000000407	115	124	230	524	667	175	296	287
transcript:EMLSAT00000000408	14	27	13	21	41	21	21	20
transcript:EMLSAT00000000413	996	637	1458	1139	1329	1851	1407	1173
transcript:EMLSAT00000000417	508	482	791	875	740	632	601	595
transcript:EMLSAT00000000419	382	110	269	161	905	780	962	823
transcript:EMLSAT00000000418	329	206	284	329	329	314	301	267
transcript:EMLSAT00000000414	13	2	10	23	16	15	21	15
transcript:EMLSAT00000000415	303	209	384	418	432	474	364	359
transcript:EMLSAT00000000416	858	900	977	980	1014	980	843	835
transcript:EMLSAT00000000420	2131	1651	2397	1936	2471	2423	1880	1788
transcript:EMLSAT00000000421	624	554	754	751	866	832	662	693
transcript:EMLSAT00000000423	3	3	2	2	0	6	2	0
transcript:EMLSAT00000000422	0	5	12	4	0	0	4	2
transcript:EMLSAT00000000428	1638	2052	1807	758	1649	1280	830	1259
transcript:EMLSAT00000000433	33	54	39	26	49	29	46	43
transcript:EMLSAT00000000434	730	548	626	583	640	755	569	544
transcript:EMLSAT00000000441	2667	2182	2566	1888	2596	2160	1716	2436
transcript:EMLSAT00000000442	10466	9798	8230	4872	8774	7070	5582	6371
transcript:EMLSAT00000000424	2522	2222	2065	1831	2270	1861	1723	1750
transcript:EMLSAT00000000425	780	693	762	774	849	734	688	701
transcript:EMLSAT00000000426	66	116	207	233	139	116	149	151
transcript:EMLSAT00000000427	1251	796	2076	1836	2278	1972	1851	1785
transcript:EMLSAT00000000429	3370	2263	5378	4855	5149	5028	4127	4167
transcript:EMLSAT00000000430	2001	1534	2980	1885	2639	2309	2044	2159
transcript:EMLSAT00000000431	356	145	832	503	596	650	475	694
transcript:EMLSAT00000000432	19	31	4	8	6	11	5	0
transcript:EMLSAT00000000435	1227	962	1169	1178	1205	1107	937	1141
transcript:EMLSAT00000000436	3545	2585	3750	3126	3647	3044	2884	2887
transcript:EMLSAT00000000437	663	662	586	626	717	529	615	614
transcript:EMLSAT00000000438	932	751	1283	1060	1237	1134	879	980
transcript:EMLSAT00000000439	1134	1488	1514	1771	1647	1674	1631	1256
transcript:EMLSAT00000000440	741	653	1196	1041	1138	869	799	735
transcript:EMLSAT00000000444	10	3	10	1	7	13	18	13
transcript:EMLSAT00000000443	0	0	0	0	0	0	0	0
transcript:ENSRNA022721127-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022721109-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000506	980	610	1566	1384	1647	1456	1363	1323
transcript:EMLSAT00000000507	502	507	458	445	480	413	440	380
transcript:EMLSAT00000000508	4279	4271	5107	4836	5067	4553	4092	4353
transcript:EMLSAT00000000512	14	12	48	16	20	22	16	26
transcript:EMLSAT00000000509	70	42	170	116	146	148	96	143
transcript:EMLSAT00000000510	134	44	329	238	298	329	213	277
transcript:ENSRNA022721117-T1	5	0	10	6	19	12	16	4
transcript:EMLSAT00000000511	28892	21705	7095	15037	32148	31952	14704	17549
transcript:EMLSAT00000000478	3806	4701	7955	10007	3103	4167	5648	7714
transcript:EMLSAT00000000479	38	20	30	17	32	41	30	40
transcript:EMLSAT00000000480	4428	2210	3060	1871	5689	966	2066	2280
transcript:EMLSAT00000000481	2319	2487	2237	1609	2130	2295	1670	1469
transcript:EMLSAT00000000482	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000483	864	790	881	756	761	973	759	779
transcript:EMLSAT00000000487	64	65	27	58	24	49	44	55
transcript:EMLSAT00000000488	1700	1352	2398	2315	2669	2371	2272	2249
transcript:EMLSAT00000000489	714	765	741	724	827	630	523	695
transcript:EMLSAT00000000490	8	5	15	11	0	2	20	1
transcript:EMLSAT00000000484	6	2	5	0	0	4	0	4
transcript:EMLSAT00000000485	2432	1982	1796	1245	1904	1761	1414	1444
transcript:EMLSAT00000000486	339	243	178	246	159	247	323	141
transcript:ENSRNA022737494-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000491	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000492	429	206	675	566	562	466	594	536
transcript:EMLSAT00000000493	0	1	0	4	3	4	2	0
transcript:EMLSAT00000000494	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000495	0	4	9	5	1	9	0	2
transcript:EMLSAT00000000499	0	0	0	10	0	4	0	0
transcript:EMLSAT00000000500	0	0	0	0	0	2	0	0
transcript:EMLSAT00000000496	672	588	757	769	552	569	608	617
transcript:EMLSAT00000000497	6942	5181	8781	6714	9119	7668	6328	6450
transcript:EMLSAT00000000498	138	52	253	192	276	335	265	267
transcript:EMLSAT00000000501	21	18	31	46	73	74	43	69
transcript:EMLSAT00000000502	301	106	314	375	520	513	338	409
transcript:EMLSAT00000000503	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000504	17785	14400	15861	13691	10670	10189	7866	14893
transcript:EMLSAT00000000505	845	5989	4845	1685	3989	5592	4324	6066
transcript:EMLSAT00000000549	896	1218	713	638	625	674	487	490
transcript:EMLSAT00000000550	6043	6010	7177	5980	6928	8922	5908	6022
transcript:EMLSAT00000000545	0	0	2	0	0	2	0	0
transcript:EMLSAT00000000546	13	0	27	28	31	25	16	20
transcript:EMLSAT00000000547	76	60	62	64	49	63	41	66
transcript:EMLSAT00000000548	219	215	177	228	187	255	92	145
transcript:EMLSAT00000000551	1874	1955	2576	2402	2671	2956	2091	2583
transcript:EMLSAT00000000552	5188	4661	3588	4860	5526	3615	4001	4722
transcript:EMLSAT00000000553	3156	2835	6592	3754	5311	5500	3516	5230
transcript:EMLSAT00000000554	2794	2467	2543	2787	2282	2431	2527	3035
transcript:EMLSAT00000000555	1755	1556	1452	1106	1418	1342	1030	1281
transcript:EMLSAT00000000556	0	0	2	0	2	5	0	3
transcript:EMLSAT00000000557	58	10	20	39	21	26	13	19
transcript:EMLSAT00000000513	2108	1922	1320	1012	1514	1212	1008	1055
transcript:EMLSAT00000000514	295	332	379	335	511	422	411	372
transcript:EMLSAT00000000515	247	357	310	253	302	304	265	234
transcript:EMLSAT00000000516	1299	1537	2264	2742	1509	1783	2158	2151
transcript:EMLSAT00000000527	3620	3568	3458	3216	3893	4350	3416	3895
transcript:EMLSAT00000000528	3560	3558	2503	1667	2933	2237	1863	2539
transcript:EMLSAT00000000517	694	772	692	615	743	643	528	742
transcript:EMLSAT00000000518	940	958	626	633	822	889	547	637
transcript:EMLSAT00000000519	1205	850	1440	1292	1269	1489	1283	961
transcript:EMLSAT00000000520	361	381	475	498	407	364	471	440
transcript:EMLSAT00000000521	255	152	399	414	329	381	328	311
transcript:EMLSAT00000000522	540	439	541	576	457	462	458	524
transcript:EMLSAT00000000523	1000	702	1222	1425	978	1488	1234	1781
transcript:EMLSAT00000000524	13383	10833	16147	14153	16934	15593	13099	15500
transcript:EMLSAT00000000525	8338	6455	8733	7152	9645	8808	6824	7627
transcript:EMLSAT00000000526	43	41	19	23	19	24	16	17
transcript:EMLSAT00000000530	26	49	49	25	27	35	36	42
transcript:EMLSAT00000000529	5134	8642	5422	5486	6923	5425	7539	7129
transcript:EMLSAT00000000531	11	2	7	3	6	2	4	2
transcript:EMLSAT00000000533	2	0	0	0	0	0	0	0
transcript:EMLSAT00000000532	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000534	3750	3936	5428	6358	4250	12003	5672	5738
transcript:EMLSAT00000000535	0	0	4	4	4	4	2	0
transcript:EMLSAT00000000538	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000539	2780	2405	2748	2249	2780	2372	1746	2257
transcript:EMLSAT00000000540	683	709	788	898	617	905	909	914
transcript:EMLSAT00000000541	451	338	420	451	431	527	376	506
transcript:EMLSAT00000000536	355	148	601	443	537	509	556	513
transcript:EMLSAT00000000537	379	202	506	455	478	444	441	514
transcript:EMLSAT00000000542	926	876	1136	850	1068	973	858	786
transcript:EMLSAT00000000544	800	778	1171	858	747	520	857	538
transcript:EMLSAT00000000543	291	249	264	364	360	392	250	386
transcript:EMLSAT00000000608	2	0	0	2	0	0	1	0
transcript:EMLSAT00000000610	37822	48632	35457	30416	35388	51836	29724	33559
transcript:EMLSAT00000000616	24496	26526	24097	20806	29531	38916	21323	29069
transcript:EMLSAT00000000624	5525	4487	6788	7171	6917	8279	6455	7704
transcript:EMLSAT00000000633	2744	2246	2911	2644	2850	2720	2062	2493
transcript:EMLSAT00000000636	2026	1660	2750	2740	2033	2626	2365	2144
transcript:EMLSAT00000000584	276	357	419	351	626	570	266	365
transcript:EMLSAT00000000585	2122	1563	1933	2355	2986	2984	2135	2535
transcript:EMLSAT00000000586	246	164	617	356	522	615	471	433
transcript:EMLSAT00000000587	163	187	209	270	191	186	196	181
transcript:EMLSAT00000000588	4030	4226	3922	3581	3981	4034	3431	3941
transcript:EMLSAT00000000589	1631	1542	1288	1322	1700	1261	1032	1162
transcript:EMLSAT00000000590	53	36	69	50	74	79	59	42
transcript:EMLSAT00000000591	388	286	414	456	381	530	514	288
transcript:EMLSAT00000000592	2243	1872	2837	2122	3409	2658	2100	2434
transcript:EMLSAT00000000593	3223	3206	2873	2515	3009	3098	2603	2715
transcript:EMLSAT00000000594	1975	2122	1635	1507	1680	1973	1606	1754
transcript:EMLSAT00000000595	0	0	0	0	0	2	0	1
transcript:EMLSAT00000000596	7	6	8	13	14	8	4	11
transcript:EMLSAT00000000597	6000	5895	5727	5133	5248	6830	6241	6383
transcript:EMLSAT00000000598	209	194	139	70	137	174	193	120
transcript:EMLSAT00000000599	1477	1286	1104	790	1133	884	851	934
transcript:EMLSAT00000000600	3497	2804	3194	2496	2932	2341	2293	2199
transcript:EMLSAT00000000601	1657	1304	1726	1380	1503	1327	1199	1253
transcript:EMLSAT00000000602	871	792	866	994	861	639	864	692
transcript:EMLSAT00000000603	878	826	803	675	803	696	680	713
transcript:EMLSAT00000000604	165	135	118	165	193	162	100	123
transcript:EMLSAT00000000605	96	44	87	126	107	86	79	67
transcript:EMLSAT00000000606	702	573	833	695	779	847	722	759
transcript:EMLSAT00000000607	1290	1216	1631	1380	1457	1441	1406	1679
transcript:EMLSAT00000000609	4775	3114	5435	4283	5541	3903	4171	4356
transcript:EMLSAT00000000611	126	46	96	53	80	16	42	113
transcript:EMLSAT00000000612	209	41	313	197	158	40	129	231
transcript:EMLSAT00000000613	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000614	0	0	2	2	0	2	0	0
transcript:EMLSAT00000000615	2	0	0	5	6	4	0	8
transcript:ENSRNA022720207-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000617	2538	2428	2164	1760	2261	2119	1593	1975
transcript:EMLSAT00000000618	10301	10290	9803	10793	9793	9724	9628	9607
transcript:EMLSAT00000000619	2027	1773	1543	1317	1686	1212	1321	1533
transcript:EMLSAT00000000637	182	135	159	91	158	117	116	164
transcript:EMLSAT00000000620	446	217	396	370	517	381	362	403
transcript:EMLSAT00000000621	1883	1681	1810	2029	1632	1865	1835	1846
transcript:EMLSAT00000000622	550	493	572	617	742	601	670	713
transcript:EMLSAT00000000623	25	14	24	56	19	19	27	31
transcript:EMLSAT00000000625	781	853	834	665	953	812	834	751
transcript:EMLSAT00000000626	3703	3467	3942	4225	4171	3714	3611	4322
transcript:EMLSAT00000000627	1626	1311	2047	2161	2227	1970	1703	2116
transcript:EMLSAT00000000628	82	182	186	206	152	159	118	125
transcript:EMLSAT00000000629	779	832	973	666	1118	846	738	931
transcript:EMLSAT00000000630	264691	241508	187420	200755	273740	221214	222705	218778
transcript:EMLSAT00000000631	2069	2068	2156	1814	2268	2129	1883	2156
transcript:EMLSAT00000000632	162	90	194	178	196	233	175	183
transcript:EMLSAT00000000634	1479	1745	1320	1883	1341	1404	1255	1321
transcript:EMLSAT00000000635	8075	6909	8338	7365	9532	8187	7320	7703
transcript:EMLSAT00000000583	442	174	632	589	630	579	542	540
transcript:EMLSAT00000000561	3	0	0	2	0	0	2	0
transcript:EMLSAT00000000558	12	16	24	2	25	19	21	8
transcript:EMLSAT00000000559	3645	3492	3898	4379	3902	3938	3553	3844
transcript:EMLSAT00000000560	1186	852	1755	1751	1870	1794	1634	1844
transcript:EMLSAT00000000562	693	693	782	612	500	740	411	633
transcript:EMLSAT00000000563	1795	3001	2434	4178	772	2620	2607	1936
transcript:EMLSAT00000000564	154	209	139	203	79	166	172	68
transcript:EMLSAT00000000565	66703	57535	87242	92502	80037	100229	95529	106888
transcript:EMLSAT00000000567	1063	1505	2463	2117	1339	1314	1473	2128
transcript:EMLSAT00000000568	0	0	4	0	6	2	0	2
transcript:EMLSAT00000000566	2364	1553	3851	2927	3378	2782	2331	2528
transcript:EMLSAT00000000569	362	261	417	462	397	420	302	464
transcript:EMLSAT00000000573	13	2	8	12	4	3	13	16
transcript:EMLSAT00000000574	47	24	36	21	44	41	28	16
transcript:EMLSAT00000000570	167	81	234	252	247	256	204	188
transcript:EMLSAT00000000571	194	14	479	250	2	457	251	221
transcript:EMLSAT00000000572	3303	1968	5392	4749	5290	5736	4061	4912
transcript:EMLSAT00000000575	26	11	41	62	35	18	39	26
transcript:EMLSAT00000000576	3	0	0	11	2	2	0	6
transcript:ENSRNA022736735-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000000581	18	2	22	12	10	10	8	34
transcript:EMLSAT00000000580	13856	9549	17139	16842	11140	5498	5026	23582
transcript:EMLSAT00000000577	2	0	2	0	4	0	1	2
transcript:EMLSAT00000000578	0	0	0	1	0	0	4	2
transcript:EMLSAT00000000579	80	23	20	14	30	14	23	35
transcript:EMLSAT00000000582	6	12	24	20	18	22	17	13
transcript:EMLSAT00000001219	2	8	8	3	2	2	6	0
transcript:EMLSAT00000001218	0	0	0	0	0	0	0	0
transcript:EMLSAT00000001230	0	0	0	0	0	0	0	0
transcript:EMLSAT00000001232	476	454	814	864	568	761	839	503
transcript:EMLSAT00000001215	10	6	5	17	5	9	14	6
transcript:EMLSAT00000001217	476	346	338	614	391	425	367	454
transcript:EMLSAT00000001234	0	0	0	0	2	0	2	0
transcript:EMLSAT00000001235	0	0	0	0	0	0	0	0
transcript:EMLSAT00000001220	13	2	21	20	17	26	26	31
transcript:EMLSAT00000001221	1429	918	2236	1973	2406	2299	1931	1990
transcript:EMLSAT00000001222	10899	7583	16107	14472	15879	13381	12528	13924
transcript:EMLSAT00000001223	19136	16566	15785	16081	19654	16571	13887	12542
transcript:EMLSAT00000001224	235	237	238	282	289	274	240	266
transcript:EMLSAT00000001225	8632	7408	6495	4672	7558	6307	4862	6121
transcript:EMLSAT00000001226	1084	1363	1165	1048	956	918	1048	898
transcript:EMLSAT00000001227	445	334	372	402	455	343	328	421
transcript:EMLSAT00000001228	1581	1768	1463	1334	1593	1508	1253	1178
transcript:EMLSAT00000001229	778	438	756	465	967	779	455	1109
transcript:EMLSAT00000001231	0	0	0	0	0	2	6	4
transcript:EMLSAT00000001201	0	0	0	0	1	4	3	1
transcript:EMLSAT00000001202	4	6	23	4	8	28	16	12
transcript:EMLSAT00000001203	4178	3891	5062	4156	5169	5685	4551	4760
transcript:EMLSAT00000001204	13	28	53	37	31	39	31	40
transcript:EMLSAT00000001205	9823	10976	7995	9956	8516	10254	8750	8330
transcript:EMLSAT00000001206	1333	2403	1378	1471	1040	1279	1351	1677
transcript:EMLSAT00000001207	1881	822	1826	1871	2326	2636	1798	2986
transcript:EMLSAT00000001208	180	59	55	120	79	82	28	60
transcript:EMLSAT00000001209	1356	922	2360	1932	1851	2288	1977	1656
