Geneid	A8_sensitive_sorted.bam	A9_sensitive_sorted.bam	A10_sensitive_sorted.bam	A11_sensitive_sorted.bam	A12_resistant_sorted.bam	A13_resistant_sorted.bam	A14_resistant_sorted.bam	A15_resistant_sorted.bam
transcript:EMLSAT00000007526	4	4	5	8	49	15	22	39
transcript:ENSRNA022720267-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007516	4409	3698	6426	9481	17504	10304	6333	10594
transcript:EMLSAT00000007534	7062	6431	14024	2688	12169	13740	3799	4850
transcript:EMLSAT00000007535	2	0	15	8	12	4	0	12
transcript:EMLSAT00000007530	2918	2102	3416	4064	3590	4221	3759	3709
transcript:EMLSAT00000007531	1035	838	1285	1296	1410	1477	1349	1170
transcript:EMLSAT00000007532	1069	993	857	771	699	587	669	705
transcript:EMLSAT00000007533	4226	5009	5470	4797	4371	4916	4662	4542
transcript:EMLSAT00000007529	20	9	47	44	74	69	41	41
transcript:EMLSAT00000007537	3224	2170	4482	4065	4819	4751	4212	4414
transcript:EMLSAT00000007540	282	263	244	221	241	240	213	191
transcript:EMLSAT00000007536	16	5	24	14	45	30	32	2
transcript:EMLSAT00000007538	0	0	1	4	0	2	3	1
transcript:EMLSAT00000007539	1	2	0	0	0	2	0	0
transcript:EMLSAT00000007542	7342	4761	8658	6724	11681	6447	6604	6929
transcript:ENSRNA022720917-T1	61	34	59	32	51	56	95	39
transcript:EMLSAT00000007543	713	532	1241	1171	1146	1191	1097	1122
transcript:EMLSAT00000007544	183	162	174	219	186	155	142	151
transcript:EMLSAT00000007545	98	88	97	44	84	115	56	69
transcript:EMLSAT00000007541	9354	4747	5537	4346	7904	3922	5451	4839
transcript:EMLSAT00000007548	60	38	97	35	115	134	75	66
transcript:EMLSAT00000007549	1341	678	2448	1921	2924	2136	2076	2157
transcript:EMLSAT00000007550	1036	888	927	767	773	862	630	924
transcript:EMLSAT00000007551	477	423	510	413	466	547	330	583
transcript:EMLSAT00000007552	58	47	74	113	76	144	101	38
transcript:EMLSAT00000007553	1218	903	1683	1615	1692	1328	1499	1576
transcript:EMLSAT00000007554	1051	996	1076	1076	1403	1321	1159	1483
transcript:EMLSAT00000007555	5041	3582	6916	7261	6637	7504	7075	6165
transcript:EMLSAT00000007556	34	21	133	124	75	116	121	84
transcript:EMLSAT00000007557	5774	5914	5821	6797	4785	7590	4695	5261
transcript:EMLSAT00000007558	147	205	216	169	174	237	130	163
transcript:EMLSAT00000007559	747	663	563	709	464	534	411	547
transcript:EMLSAT00000007560	1153	1028	1430	1258	1746	1033	1156	1310
transcript:EMLSAT00000007561	117	172	186	181	92	148	144	111
transcript:EMLSAT00000007562	1825	1796	2382	2362	2104	2325	2064	2049
transcript:EMLSAT00000007563	4844	4965	2816	3266	2878	2290	2357	2349
transcript:EMLSAT00000007564	4014	3912	3501	2961	4059	3314	2807	3140
transcript:EMLSAT00000007565	459	367	916	582	884	646	819	918
transcript:EMLSAT00000007566	1975	2459	1634	1269	1051	806	2045	1021
transcript:EMLSAT00000007546	181	156	216	239	212	266	257	233
transcript:EMLSAT00000007547	490	314	373	504	1058	381	447	276
transcript:EMLSAT00000007577	147	203	162	249	122	236	297	181
transcript:EMLSAT00000007570	9	4	20	4	17	16	6	20
transcript:EMLSAT00000007571	655	610	1401	2064	761	1454	1618	1171
transcript:EMLSAT00000007572	1709	1679	1041	893	1162	1080	887	850
transcript:EMLSAT00000007573	1485	1481	888	761	955	949	708	726
transcript:EMLSAT00000007574	2	0	9	9	1	2	6	0
transcript:EMLSAT00000007575	0	0	0	0	1	0	0	0
transcript:EMLSAT00000007576	14	11	6	8	20	10	6	8
transcript:EMLSAT00000007567	0	0	0	0	0	1	0	0
transcript:EMLSAT00000007568	3	17	13	17	0	3	39	12
transcript:ENSRNA022735838-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007569	2	0	2	0	0	4	4	1
transcript:EMLSAT00000007582	3368	2673	4151	3906	3835	3251	3079	3459
transcript:EMLSAT00000007583	2652	1852	3538	3315	3476	2733	2779	3080
transcript:EMLSAT00000007585	1478	1780	1253	1304	1339	1232	1140	1190
transcript:EMLSAT00000007587	369	356	332	291	306	292	281	288
transcript:EMLSAT00000007589	3971	2661	5308	5709	4769	5801	5130	4817
transcript:EMLSAT00000007591	2408	2237	2623	2056	2737	2614	1972	2173
transcript:EMLSAT00000007592	1582	1538	1730	1345	1893	1684	1296	1468
transcript:EMLSAT00000007580	279	225	302	331	293	171	325	305
transcript:EMLSAT00000007581	10404	8999	15491	6382	15358	12433	9659	11684
transcript:EMLSAT00000007584	4	3	12	9	6	6	4	4
transcript:EMLSAT00000007586	3355	2990	4600	2630	5294	4773	3025	5284
transcript:EMLSAT00000007588	5081	3666	7423	5976	7148	6890	5666	6151
transcript:EMLSAT00000007593	1	0	2	9	5	2	2	9
transcript:EMLSAT00000007590	34	25	24	50	64	36	43	26
transcript:EMLSAT00000007578	2	2	0	0	0	0	0	4
transcript:EMLSAT00000007579	3927	3429	4434	4692	4181	3810	4155	3808
transcript:EMLSAT00000007595	7815	6906	7934	7944	6826	7296	6540	7488
transcript:EMLSAT00000007596	409	344	491	384	412	437	393	290
transcript:EMLSAT00000007597	2000	1694	2281	1711	2397	2479	1887	1532
transcript:EMLSAT00000007594	0	0	0	0	9	0	8	0
transcript:EMLSAT00000007728	985	410	2456	2170	3146	2098	2155	2180
transcript:EMLSAT00000007739	146	45	478	419	508	313	378	330
transcript:EMLSAT00000007714	935	749	983	1105	970	886	1034	952
transcript:EMLSAT00000007724	5646	4753	6237	6487	5843	5843	4753	5489
transcript:EMLSAT00000007725	948	824	1019	1257	1202	1070	1223	991
transcript:EMLSAT00000007713	18	22	15	13	14	23	27	21
transcript:ENSRNA022720042-T1	6789	5092	6462	5579	9837	9330	10644	8809
transcript:EMLSAT00000007726	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007727	2	0	0	0	0	1	0	1
transcript:EMLSAT00000007729	0	4	6	0	11	0	0	0
transcript:EMLSAT00000007730	12	1	0	5	5	0	2	13
transcript:EMLSAT00000007731	693	746	706	698	504	372	490	525
transcript:EMLSAT00000007732	1500	1376	1417	1046	2011	1348	1253	1220
transcript:EMLSAT00000007733	528	646	602	540	643	935	772	779
transcript:EMLSAT00000007734	95	96	70	46	142	131	104	145
transcript:EMLSAT00000007735	234	171	276	191	387	351	243	242
transcript:EMLSAT00000007736	0	0	1	3	0	1	0	1
transcript:EMLSAT00000007737	283	157	481	337	313	385	337	333
transcript:EMLSAT00000007712	32	11	24	34	50	68	29	47
transcript:EMLSAT00000007715	137	157	155	161	124	93	116	110
transcript:EMLSAT00000007716	57	27	55	44	73	64	60	68
transcript:EMLSAT00000007717	321	251	522	450	531	473	427	444
transcript:EMLSAT00000007718	758	814	680	516	550	624	468	389
transcript:EMLSAT00000007719	310	265	360	269	372	507	269	317
transcript:EMLSAT00000007738	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007720	191	153	180	201	221	265	157	167
transcript:EMLSAT00000007721	513	517	491	390	566	551	396	452
transcript:EMLSAT00000007722	9899	7392	12503	9687	13423	11067	9254	10494
transcript:EMLSAT00000007723	96	24	232	128	197	176	203	188
transcript:EMLSAT00000007630	4652	5845	9638	3524	4780	8586	2711	5916
transcript:EMLSAT00000007639	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007631	1422	1382	1697	1334	1985	1931	1421	1524
transcript:EMLSAT00000007632	1787	1827	1987	1738	1437	1348	1201	1897
transcript:EMLSAT00000007633	4582	5017	3704	3018	3372	3672	3207	3252
transcript:EMLSAT00000007634	1951	1818	2157	1757	2071	1973	1726	2026
transcript:EMLSAT00000007635	5	0	8	6	5	8	12	16
transcript:EMLSAT00000007636	668	646	1151	989	1073	1087	980	977
transcript:EMLSAT00000007637	38	35	53	49	30	46	38	33
transcript:EMLSAT00000007638	0	0	4	2	4	2	2	0
transcript:EMLSAT00000007645	981	804	1089	689	1359	1315	702	1318
transcript:EMLSAT00000007653	2181	2036	3912	2767	4265	3536	2818	4366
transcript:EMLSAT00000007654	1	0	14	12	12	8	25	12
transcript:EMLSAT00000007641	0	0	0	0	0	2	2	0
transcript:EMLSAT00000007642	5523	3935	7091	6417	7635	6312	5412	6113
transcript:EMLSAT00000007643	14017	13008	11944	10764	11597	10959	9125	9502
transcript:EMLSAT00000007644	475	293	544	843	511	619	466	682
transcript:EMLSAT00000007646	10114	7667	11611	12686	11201	9427	9132	9364
transcript:EMLSAT00000007647	651	534	704	546	690	676	536	590
transcript:EMLSAT00000007648	3199	3494	2629	2661	4533	5808	2297	5980
transcript:EMLSAT00000007649	10	10	14	19	4	18	7	22
transcript:EMLSAT00000007650	172	291	183	248	125	280	155	160
transcript:EMLSAT00000007651	967	1370	1207	1156	1119	1707	923	1124
transcript:EMLSAT00000007652	10	3	8	6	18	36	8	12
transcript:EMLSAT00000007640	14	8	7	1	11	6	11	0
transcript:EMLSAT00000007655	16	0	4	11	15	30	42	14
transcript:EMLSAT00000007656	6455	5682	5015	6986	7528	6903	5581	5973
transcript:EMLSAT00000007657	3881	2505	5036	5643	6142	5403	5020	5404
transcript:EMLSAT00000007660	4073	4474	3960	3110	3550	3501	3515	3581
transcript:EMLSAT00000007661	578	366	556	623	665	463	580	470
transcript:EMLSAT00000007662	8239	7691	9115	8465	9008	8600	7482	8628
transcript:EMLSAT00000007663	1078	1026	884	667	1034	831	613	780
transcript:EMLSAT00000007659	1548	1044	1652	1405	1694	1669	1126	1754
transcript:EMLSAT00000007664	205	242	372	356	426	441	386	374
transcript:EMLSAT00000007665	4673	4453	5267	6494	4330	5779	5586	4120
transcript:EMLSAT00000007658	25	15	23	27	45	54	13	33
transcript:EMLSAT00000007669	0	0	0	0	2	2	0	0
transcript:EMLSAT00000007666	5062	7881	4647	3864	4335	4976	6334	5227
transcript:EMLSAT00000007667	671584	690085	558232	588575	928138	745906	617839	572310
transcript:EMLSAT00000007668	107753	83006	107384	123127	140401	149076	132583	109218
transcript:EMLSAT00000007671	528	518	540	498	662	539	397	481
transcript:EMLSAT00000007672	59	69	66	73	150	122	113	85
transcript:EMLSAT00000007673	7	0	2	13	4	6	10	2
transcript:EMLSAT00000007674	2341	2274	2303	1825	2477	1993	1920	2012
transcript:EMLSAT00000007675	2584	2294	2839	2852	3032	2718	2493	2745
transcript:EMLSAT00000007676	791	545	968	1108	1130	945	961	1060
transcript:EMLSAT00000007677	18	8	19	14	16	22	15	6
transcript:EMLSAT00000007678	11	4	7	2	1	3	9	0
transcript:EMLSAT00000007679	629	498	662	498	600	559	582	624
transcript:EMLSAT00000007680	3648	3277	5616	4192	5988	5372	3936	4595
transcript:EMLSAT00000007681	2279	1682	2749	2629	3095	2721	2695	2892
transcript:EMLSAT00000007682	7	3	3	0	0	2	3	7
transcript:EMLSAT00000007683	24074	18890	30041	17544	39235	42104	19964	35086
transcript:EMLSAT00000007684	6008	5378	6086	6145	7145	5912	5246	5776
transcript:EMLSAT00000007685	2630	1507	3709	3218	3649	3144	2624	2933
transcript:EMLSAT00000007686	9245	8216	7573	6540	7964	5644	5822	5681
transcript:EMLSAT00000007687	1196	1056	1248	937	1263	864	1031	1089
transcript:EMLSAT00000007688	3464	3455	3667	3274	3049	3628	3288	3766
transcript:EMLSAT00000007689	8	4	7	7	1	9	6	2
transcript:EMLSAT00000007690	1667	1824	2102	1500	1494	1655	1795	2028
transcript:EMLSAT00000007691	9	14	8	13	6	0	0	6
transcript:EMLSAT00000007692	8	24	12	10	10	30	12	7
transcript:ENSRNA022738039-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007693	0	9	0	4	0	8	2	5
transcript:EMLSAT00000007670	317667	223501	305962	309992	412772	354412	296795	307291
transcript:EMLSAT00000007705	16	12	59	6	22	10	78	60
transcript:EMLSAT00000007696	229	102	337	203	339	309	196	634
transcript:EMLSAT00000007697	541	534	467	436	411	562	475	543
transcript:EMLSAT00000007698	510	442	705	591	772	734	623	680
transcript:EMLSAT00000007699	2118	1739	2392	2341	3019	2442	2000	2381
transcript:EMLSAT00000007700	1961	1887	1754	1427	1307	1846	1614	1730
transcript:EMLSAT00000007701	3127	2880	3345	2853	2520	3533	3606	3871
transcript:EMLSAT00000007702	4598	5195	3267	4817	3175	4912	3639	4059
transcript:EMLSAT00000007703	238	345	79	70	143	399	401	208
transcript:EMLSAT00000007704	951	906	1241	956	1365	1502	1067	1106
transcript:EMLSAT00000007694	302	112	766	644	731	875	774	789
transcript:EMLSAT00000007695	38	0	4	0	2	10	12	7
transcript:EMLSAT00000007706	818	634	1004	943	1204	895	819	857
transcript:EMLSAT00000007707	2118	1872	2192	2594	2074	2015	2003	2078
transcript:EMLSAT00000007708	2168	2147	2134	1998	1916	1909	1755	1699
transcript:EMLSAT00000007709	960	597	1356	1336	1641	1517	1171	1181
transcript:EMLSAT00000007710	133	102	103	111	135	134	97	130
transcript:EMLSAT00000007711	3643	3318	3953	3555	3920	3658	3079	3506
transcript:EMLSAT00000007840	33	35	36	21	20	27	31	29
transcript:EMLSAT00000007831	30205	31925	25943	27461	23823	28436	21513	23129
transcript:EMLSAT00000007832	679	684	538	429	552	609	558	621
transcript:EMLSAT00000007833	1111	789	1244	1139	1078	985	991	1033
transcript:EMLSAT00000007834	1724	1309	2158	1496	2232	2698	1581	1900
transcript:EMLSAT00000007835	1116	982	1354	1349	1358	1218	1143	1249
transcript:EMLSAT00000007836	2868	2629	2722	2364	2742	2479	2451	2397
transcript:EMLSAT00000007837	2875	2322	2256	1896	2811	1821	1816	1820
transcript:EMLSAT00000007838	8	4	4	10	9	0	7	1
transcript:EMLSAT00000007839	2353	1903	2889	3099	3561	3113	3230	4068
transcript:EMLSAT00000007841	5	0	4	6	4	6	4	10
transcript:EMLSAT00000007842	5	0	0	2	0	1	2	0
transcript:EMLSAT00000007843	23	8	30	23	60	42	52	32
transcript:EMLSAT00000007844	14335	14076	14526	12477	15403	15304	13294	13410
transcript:EMLSAT00000007845	468	366	533	468	536	462	498	559
transcript:EMLSAT00000007846	4731	3580	5169	4879	5395	5100	4326	4376
transcript:EMLSAT00000007847	1920	1192	2522	2228	2567	2300	2029	1883
transcript:EMLSAT00000007848	41	21	31	26	23	51	36	37
transcript:EMLSAT00000007849	1473	1395	1015	949	1229	951	862	971
transcript:EMLSAT00000007850	187	225	147	154	204	143	140	211
transcript:EMLSAT00000007851	387	488	318	300	254	380	295	307
transcript:EMLSAT00000007852	592	582	645	578	553	422	497	473
transcript:EMLSAT00000007853	914	901	954	913	864	627	726	722
transcript:EMLSAT00000007854	1863	1772	2048	1926	2167	1820	1775	1868
transcript:EMLSAT00000007855	159	130	181	175	226	200	206	165
transcript:EMLSAT00000007856	1714	1877	1158	1180	1351	1175	1138	1099
transcript:EMLSAT00000007857	1012	787	1214	971	1265	1193	1072	1036
transcript:EMLSAT00000007858	1827	1496	2457	2919	2506	2875	2670	2436
transcript:EMLSAT00000007859	6	0	2	0	8	6	6	4
transcript:EMLSAT00000007860	0	0	3	0	0	0	3	0
transcript:EMLSAT00000007740	1790	1575	2388	1987	2256	2001	1824	2105
transcript:EMLSAT00000007741	40	35	56	39	44	72	44	39
transcript:EMLSAT00000007742	3409	2670	4697	5302	5087	4784	4874	4904
transcript:EMLSAT00000007743	27	12	6	4	21	7	1	9
transcript:EMLSAT00000007744	34	41	130	64	44	260	104	100
transcript:EMLSAT00000007745	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007746	161	171	182	229	264	169	149	169
transcript:EMLSAT00000007747	651	508	855	820	729	699	581	592
transcript:EMLSAT00000007748	4352	3753	5523	5537	6071	5692	5532	5928
transcript:EMLSAT00000007749	60	117	49	35	36	136	68	61
transcript:EMLSAT00000007755	521	430	635	765	667	577	789	658
transcript:EMLSAT00000007751	3834	2539	4847	4280	4514	4216	3611	3954
transcript:EMLSAT00000007752	3	17	12	0	2	6	6	14
transcript:EMLSAT00000007753	21	1	21	13	16	26	11	4
transcript:EMLSAT00000007754	19	6	42	22	48	25	29	20
transcript:EMLSAT00000007750	12	0	15	0	2	4	2	22
transcript:EMLSAT00000007756	8	31	28	20	24	22	4	24
transcript:EMLSAT00000007757	500	326	309	228	348	254	95	258
transcript:EMLSAT00000007758	398	271	527	385	546	483	265	334
transcript:EMLSAT00000007759	1472	951	1676	1651	1717	1411	1349	1322
transcript:EMLSAT00000007760	2005	1804	1974	1871	1986	1823	1500	1801
transcript:EMLSAT00000007761	3935	3052	6173	4750	6995	5134	4643	4954
transcript:EMLSAT00000007762	1109	605	1575	1414	1605	1588	1368	1310
transcript:EMLSAT00000007763	437	366	510	494	423	528	512	448
transcript:EMLSAT00000007764	2888	2283	3378	3804	3437	3107	3091	3161
transcript:EMLSAT00000007765	234	325	420	236	208	284	239	253
transcript:EMLSAT00000007766	26	19	21	20	15	22	27	18
transcript:EMLSAT00000007767	125	151	137	110	116	97	141	119
transcript:EMLSAT00000007768	675	776	723	798	706	694	720	735
transcript:EMLSAT00000007770	73	88	79	75	57	59	73	76
transcript:EMLSAT00000007769	1186	854	1096	1088	1344	1107	909	847
transcript:EMLSAT00000007774	8566	6145	10950	10603	11512	12385	9751	11005
transcript:EMLSAT00000007771	2453	1997	1731	1821	2063	2070	1775	1654
transcript:EMLSAT00000007772	0	4	11	2	0	4	11	2
transcript:EMLSAT00000007773	5	18	7	0	12	2	8	4
transcript:EMLSAT00000007782	1849	1541	2385	2224	2699	2298	2024	2297
transcript:EMLSAT00000007775	149	179	158	110	121	100	94	113
transcript:EMLSAT00000007779	3566	3207	4307	4223	4223	3927	3703	4060
transcript:EMLSAT00000007780	664	1034	708	759	332	932	645	728
transcript:EMLSAT00000007781	94	147	78	61	38	71	37	63
transcript:EMLSAT00000007776	30762	22168	34968	19919	38268	27774	21680	26377
transcript:EMLSAT00000007777	956	807	895	757	958	730	707	898
transcript:EMLSAT00000007778	2051	1162	2702	2661	3027	4107	2674	3090
transcript:EMLSAT00000007785	55	60	53	145	164	149	96	80
transcript:EMLSAT00000007783	0	2	8	4	8	5	0	12
transcript:EMLSAT00000007784	0	0	1	0	0	0	0	1
transcript:EMLSAT00000007790	403	260	651	591	486	537	432	434
transcript:EMLSAT00000007792	2648	2331	4040	2910	3542	2742	3376	3661
transcript:EMLSAT00000007795	3506	2736	4327	4306	4121	4420	4175	4353
transcript:EMLSAT00000007798	0	0	2	2	2	0	0	0
transcript:EMLSAT00000007801	3682	2399	4813	5329	4707	5056	4241	4415
transcript:EMLSAT00000007802	32	38	31	26	11	25	16	28
transcript:EMLSAT00000007786	9069	8317	9044	8381	8577	9118	7410	7709
transcript:EMLSAT00000007787	9556	7560	10332	9792	9851	10547	8716	8979
transcript:EMLSAT00000007788	353	426	367	374	394	320	316	301
transcript:EMLSAT00000007789	14	3	18	21	13	17	18	8
transcript:EMLSAT00000007791	10	3	18	22	11	14	14	8
transcript:EMLSAT00000007793	6991	5666	10424	8112	9317	9065	6861	7693
transcript:EMLSAT00000007794	147	97	269	146	165	182	190	151
transcript:EMLSAT00000007796	470	412	666	507	493	639	430	441
transcript:EMLSAT00000007797	124	63	80	88	103	112	69	104
transcript:EMLSAT00000007799	24842	31240	23167	23710	46026	37117	22166	35451
transcript:EMLSAT00000007800	23092	22100	16340	14119	25056	18982	13543	14583
transcript:EMLSAT00000007803	34	6	10	14	17	25	14	13
transcript:EMLSAT00000007814	88	28	69	68	27	75	31	60
transcript:EMLSAT00000007822	108	20	79	139	53	81	96	108
transcript:EMLSAT00000007827	761	683	761	789	855	889	653	826
transcript:EMLSAT00000007828	33	29	59	63	64	51	45	24
transcript:EMLSAT00000007804	20	20	21	19	8	8	16	8
transcript:EMLSAT00000007805	9852	9118	12085	12216	8791	11520	12659	10520
transcript:EMLSAT00000007806	2912	3580	2998	2875	2223	2952	3228	2480
transcript:EMLSAT00000007807	654	443	978	767	854	919	796	871
transcript:EMLSAT00000007808	343	244	655	516	516	594	560	621
transcript:EMLSAT00000007809	3618	2723	4119	3663	4560	3690	3521	4036
transcript:EMLSAT00000007810	725	585	793	791	922	760	768	866
transcript:EMLSAT00000007811	1462	1310	1254	961	1962	922	944	1188
transcript:EMLSAT00000007812	62	65	90	94	72	65	53	88
transcript:EMLSAT00000007813	1675	1609	2003	1838	1897	1753	1649	1582
transcript:EMLSAT00000007815	18	4	20	10	6	6	4	3
transcript:EMLSAT00000007816	231	278	215	210	282	265	144	203
transcript:EMLSAT00000007817	122	49	264	189	235	198	227	246
transcript:EMLSAT00000007818	928	516	1248	1371	1428	1250	1219	1392
transcript:EMLSAT00000007819	382	223	267	382	269	275	255	233
transcript:EMLSAT00000007820	1831	1293	2172	1438	2807	2548	1818	2034
transcript:EMLSAT00000007821	104	62	132	109	288	262	134	200
transcript:EMLSAT00000007823	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007829	5	7	4	0	7	12	7	10
transcript:EMLSAT00000007824	184	96	125	153	250	215	97	240
transcript:EMLSAT00000007825	123	91	100	47	101	113	55	110
transcript:EMLSAT00000007826	157	127	166	137	97	146	176	130
transcript:EMLSAT00000007830	19	8	11	4	6	4	4	17
transcript:EMLSAT00000007954	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007948	1354	1241	2174	2323	1956	2502	2515	2522
transcript:EMLSAT00000007949	12416	11933	11185	10282	18183	12792	11352	10558
transcript:EMLSAT00000007950	174	148	148	148	148	165	90	182
transcript:EMLSAT00000007951	333	242	427	410	403	408	359	375
transcript:EMLSAT00000007952	84831	65129	83387	61331	89125	65121	58398	68121
transcript:EMLSAT00000007953	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007863	156	86	246	173	323	257	241	288
transcript:EMLSAT00000007861	8326	7263	7049	7008	7905	6463	6930	7225
transcript:ENSRNA022735815-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022735822-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022735802-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022735753-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022735773-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022735785-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022735764-T1	0	0	0	0	0	0	0	0
transcript:ENSRNA022735797-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007862	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007865	0	2	10	4	6	7	4	12
transcript:EMLSAT00000007864	432	587	368	528	364	709	449	283
transcript:EMLSAT00000007873	8	3	6	9	5	6	11	1
transcript:EMLSAT00000007876	9651	8665	12980	9706	12584	13461	9608	10108
transcript:EMLSAT00000007869	944	834	1178	1232	1181	1481	1038	1128
transcript:EMLSAT00000007870	78	111	61	49	72	58	58	71
transcript:EMLSAT00000007871	392	362	449	324	577	330	338	438
transcript:EMLSAT00000007872	814	404	1357	1312	1063	1464	1251	1037
transcript:EMLSAT00000007874	131	144	100	78	110	85	58	64
transcript:EMLSAT00000007875	1854	1047	2995	2298	2424	3313	2325	1939
transcript:EMLSAT00000007866	2	0	3	6	2	2	15	0
transcript:EMLSAT00000007867	22788	20938	13917	12066	14301	10284	9038	9338
transcript:EMLSAT00000007868	207	276	184	131	169	90	112	113
transcript:EMLSAT00000007878	1013	508	614	831	472	417	474	656
transcript:ENSRNA022737781-T1	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007877	65	51	50	51	64	64	84	50
transcript:EMLSAT00000007886	8907	17189	14696	15000	11020	14785	12740	15265
transcript:EMLSAT00000007881	121	134	101	61	43	135	110	109
transcript:EMLSAT00000007882	1580	1302	1685	1830	1731	2146	1867	1813
transcript:EMLSAT00000007883	57	26	48	47	50	45	33	64
transcript:EMLSAT00000007884	735	987	826	856	861	761	960	868
transcript:EMLSAT00000007885	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007887	76	61	99	60	44	92	50	45
transcript:EMLSAT00000007879	44	33	26	53	109	82	32	21
transcript:EMLSAT00000007880	0	1919	1107	0	1573	1122	1097	1214
transcript:EMLSAT00000007892	0	0	6	0	2	0	0	0
transcript:EMLSAT00000007893	6	0	3	0	4	4	0	0
transcript:EMLSAT00000007889	0	0	0	0	0	0	0	0
transcript:EMLSAT00000007890	4	16	6	2	41	12	0	17
transcript:EMLSAT00000007891	0	0	0	0	0	0	0	0
transcript:ENSRNA022720655-T1	0	0	0	0	0	1	0	0
transcript:EMLSAT00000007888	218	850	324	481	360	1304	1114	509
transcript:EMLSAT00000007894	14	8	10	10	10	11	4	8
transcript:EMLSAT00000007907	956	770	1422	1818	1438	1973	1567	1292
transcript:EMLSAT00000007914	1597	2722	1242	1468	1283	1078	1658	863
transcript:EMLSAT00000007915	1780	1598	1889	1488	1837	1656	1522	1606
transcript:EMLSAT00000007916	5816	4994	7131	6117	8617	7607	6298	7561
transcript:EMLSAT00000007917	1490	1554	1371	1547	1554	1507	1608	1804
transcript:EMLSAT00000007918	118	49	88	87	136	91	122	136
transcript:EMLSAT00000007896	5842	7693	7032	6231	5479	5956	5872	5495
transcript:EMLSAT00000007897	33268	35323	23028	18880	23475	24339	20377	22676
transcript:EMLSAT00000007898	1226	1147	1126	804	1155	870	806	922
transcript:EMLSAT00000007899	4868	3356	5923	3981	6855	4209	3949	4721
transcript:EMLSAT00000007900	1498	937	1778	1222	2185	1219	1275	1524
transcript:EMLSAT00000007901	2455	1697	2611	2659	2844	2697	2464	2613
transcript:EMLSAT00000007902	883	860	715	607	827	577	611	574
transcript:EMLSAT00000007903	634	631	578	502	675	472	432	490
transcript:EMLSAT00000007904	3019	2118	3800	3633	3862	3522	2817	3321
transcript:EMLSAT00000007905	556	453	703	598	864	606	519	525
transcript:EMLSAT00000007906	3284	2750	4276	4134	3821	4311	3467	4121
transcript:EMLSAT00000007908	11	2	8	18	45	18	27	7
transcript:EMLSAT00000007909	252	360	214	232	205	177	121	152
transcript:EMLSAT00000007910	941	849	995	924	997	782	699	697
transcript:EMLSAT00000007911	69	59	64	56	52	103	40	58
transcript:EMLSAT00000007912	1547	1972	2190	1722	2890	2877	1677	2038
transcript:EMLSAT00000007913	13240	12623	18235	19219	19588	21508	16304	19037
transcript:EMLSAT00000007895	542	313	796	740	921	874	826	801
transcript:EMLSAT00000007920	4	0	9	10	8	13	13	14
transcript:EMLSAT00000007926	2036	2189	2367	1591	2194	2427	1678	1997
transcript:EMLSAT00000007921	0	0	6	0	0	1	0	0
transcript:EMLSAT00000007922	2054	1310	2271	2072	2755	2220	1944	2289
transcript:EMLSAT00000007923	4198	4343	3685	3210	3695	3646	3248	3152
transcript:EMLSAT00000007924	989	1078	953	896	1077	1008	872	940
transcript:EMLSAT00000007925	253	340	187	194	225	202	158	245
transcript:EMLSAT00000007919	217	262	216	212	161	185	169	166
transcript:EMLSAT00000007946	3	0	2	14	4	12	0	0
transcript:EMLSAT00000007928	2495	2125	2481	2139	2226	2272	1804	2362
transcript:ENSRNA022719905-T1	8	3	10	14	14	15	13	5
transcript:EMLSAT00000007929	164	72	288	226	279	274	238	300
transcript:EMLSAT00000007930	2183	2456	1973	1514	2207	1872	1671	1888
transcript:EMLSAT00000007931	2994	1853	3528	3435	3996	3051	3033	3460
transcript:EMLSAT00000007932	801	795	718	885	697	568	395	733
transcript:EMLSAT00000007933	1568	1239	1967	2597	1510	1097	1214	2158
transcript:EMLSAT00000007934	209	144	211	307	384	389	249	307
transcript:EMLSAT00000007935	633	341	811	714	669	698	565	686
transcript:EMLSAT00000007947	12890	16003	10635	11100	11276	13087	10334	14323
transcript:EMLSAT00000007936	3860	3174	5886	7563	4550	7083	5887	5497
transcript:EMLSAT00000007937	2145	1665	2316	1725	2886	1623	1740	1837
transcript:EMLSAT00000007938	3218	2700	4198	3898	4451	4292	3784	4060
transcript:EMLSAT00000007939	422	339	461	441	524	383	447	419
